fantasy_player_name,fantasy_player_id,fantasy,fantasy_id
P.Holmes,00-0007661,P.Holmes,00-0007661
E.Kennison,00-0009163,E.Kennison,00-0009163
P.Holmes,00-0007661,P.Holmes,00-0007661
T.Gonzalez,00-0006101,T.Gonzalez,00-0006101
T.Gonzalez,00-0006101,T.Gonzalez,00-0006101
0,0,0,0
0,0,0,0
B.Stokley,00-0015754,B.Stokley,00-0015754
M.Pollard,00-0013080,M.Pollard,00-0013080
0,0,0,0
T.Green,00-0006355,T.Green,00-0006355
T.Green,00-0006355,T.Green,00-0006355
T.Green,00-0006355,T.Green,00-0006355
0,0,0,0
0,0,0,0
D.Culpepper,00-0003739,M.Birk,00-0001263
O.Smith,00-0022138,O.Smith,00-0022138
M.Bennett,00-0020514,M.Bennett,00-0020514
0,0,0,0
E.James,00-0008241,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
R.Wayne,00-0020498,R.Wayne,00-0020498
0,0,M.Harrison,00-0007024
R.Wayne,00-0020498,R.Wayne,00-0020498
0,0,0,0
0,0,0,0
O.Smith,00-0022138,O.Smith,00-0022138
O.Smith,00-0022138,O.Smith,00-0022138
O.Smith,00-0022138,O.Smith,00-0022138
O.Smith,00-0022138,O.Smith,00-0022138
0,0,K.Campbell,00-0020754
0,0,0,0
0,0,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
M.Harrison,00-0007024,M.Harrison,00-0007024
E.James,00-0008241,E.James,00-0008241
0,0,0,0
M.Harrison,00-0007024,M.Harrison,00-0007024
0,0,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
R.Wayne,00-0020498,R.Wayne,00-0020498
0,0,R.Wayne,00-0020498
E.James,00-0008241,E.James,00-0008241
0,0,0,0
M.Pollard,00-0013080,M.Pollard,00-0013080
0,0,0,0
0,0,0,0
O.Smith,00-0022138,O.Smith,00-0022138
0,0,0,0
J.Wiggins,00-0017644,J.Wiggins,00-0017644
0,0,0,0
0,0,0,0
E.James,00-0008241,E.James,00-0008241
M.Harrison,00-0007024,M.Harrison,00-0007024
B.Stokley,00-0015754,B.Stokley,00-0015754
E.James,00-0008241,E.James,00-0008241
B.Stokley,00-0015754,B.Stokley,00-0015754
E.James,00-0008241,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
J.Mungro,00-0020700,J.Mungro,00-0020700
D.Rhodes,00-0019863,D.Rhodes,00-0019863
0,0,E.James,00-0008241
0,0,M.Harrison,00-0007024
0,0,0,0
0,0,0,0
0,0,0,0
O.Smith,00-0022138,O.Smith,00-0022138
O.Smith,00-0022138,O.Smith,00-0022138
O.Smith,00-0022138,O.Smith,00-0022138
M.Robinson,00-0013888,M.Robinson,00-0013888
0,0,0,0
D.Culpepper,00-0003739,D.Culpepper,00-0003739
K.Campbell,00-0020754,K.Campbell,00-0020754
D.Culpepper,00-0003739,D.Culpepper,00-0003739
M.Robinson,00-0013888,M.Robinson,00-0013888
M.Williams,00-0017892,M.Williams,00-0017892
0,0,0,0
0,0,M.Williams,00-0017892
M.Williams,00-0017892,M.Williams,00-0017892
0,0,0,0
0,0,0,0
E.James,00-0008241,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
M.Harrison,00-0007024,M.Harrison,00-0007024
0,0,E.James,00-0008241
0,0,R.Wayne,00-0020498
D.Clark,00-0022165,D.Clark,00-0022165
P.Manning,00-0010346,P.Manning,00-0010346
0,0,0,0
D.Culpepper,00-0003739,D.Culpepper,00-0003739
0,0,0,0
E.James,00-0008241,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
0,0,0,0
0,0,B.Stokley,00-0015754
0,0,0,0
J.Wiggins,00-0017644,J.Wiggins,00-0017644
M.Bennett,00-0020514,M.Bennett,00-0020514
M.Bennett,00-0020514,M.Bennett,00-0020514
0,0,0,0
M.Bennett,00-0020514,M.Bennett,00-0020514
0,0,0,0
M.Harrison,00-0007024,M.Harrison,00-0007024
E.James,00-0008241,E.James,00-0008241
M.Harrison,00-0007024,M.Harrison,00-0007024
0,0,D.Clark,00-0022165
D.Clark,00-0022165,D.Clark,00-0022165
E.James,00-0008241,E.James,00-0008241
D.Clark,00-0022165,D.Clark,00-0022165
0,0,0,0
0,0,0,0
J.Wiggins,00-0017644,J.Wiggins,00-0017644
J.Wiggins,00-0017644,J.Wiggins,00-0017644
M.Bennett,00-0020514,M.Bennett,00-0020514
M.Bennett,00-0020514,M.Bennett,00-0020514
0,0,0,0
M.Bennett,00-0020514,M.Bennett,00-0020514
J.Wiggins,00-0017644,J.Wiggins,00-0017644
O.Smith,00-0022138,O.Smith,00-0022138
O.Smith,00-0022138,O.Smith,00-0022138
M.Williams,00-0017892,M.Williams,00-0017892
N.Burleson,00-0021999,N.Burleson,00-0021999
0,0,0,0
0,0,0,0
E.James,00-0008241,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
D.Rhodes,00-0019863,D.Rhodes,00-0019863
M.Pollard,00-0013080,M.Pollard,00-0013080
0,0,0,0
0,0,0,0
0,0,0,0
O.Smith,00-0022138,O.Smith,00-0022138
O.Smith,00-0022138,O.Smith,00-0022138
0,0,0,0
O.Smith,00-0022138,O.Smith,00-0022138
M.Robinson,00-0013888,M.Robinson,00-0013888
D.Culpepper,00-0003739,D.Culpepper,00-0003739
D.Culpepper,00-0003739,D.Culpepper,00-0003739
O.Smith,00-0022138,O.Smith,00-0022138
0,0,0,0
0,0,0,0
E.James,00-0008241,E.James,00-0008241
P.Manning,00-0010346,P.Manning,00-0010346
E.James,00-0008241,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
P.Manning,00-0010346,P.Manning,00-0010346
P.Manning,00-0010346,P.Manning,00-0010346
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,B.Miller,00-0011236
A.Johnson,00-0022044,A.Johnson,00-0022044
0,0,C.Bradford,00-0001627
0,0,0,0
E.James,00-0008241,E.James,00-0008241
0,0,M.Pollard,00-0013080
D.Clark,00-0022165,D.Clark,00-0022165
E.James,00-0008241,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
M.Pollard,00-0013080,M.Pollard,00-0013080
M.Harrison,00-0007024,M.Harrison,00-0007024
E.James,00-0008241,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
B.Stokley,00-0015754,B.Stokley,00-0015754
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
D.Davis,00-0021979,D.Davis,00-0021979
D.Davis,00-0021979,D.Davis,00-0021979
C.Bradford,00-0001627,C.Bradford,00-0001627
D.Davis,00-0021979,D.Davis,00-0021979
D.Davis,00-0021979,D.Davis,00-0021979
0,0,A.Johnson,00-0022044
0,0,0,0
0,0,R.Wayne,00-0020498
E.James,00-0008241,E.James,00-0008241
0,0,0,0
0,0,0,0
0,0,0,0
D.Davis,00-0021979,D.Davis,00-0021979
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,E.James,00-0008241
0,0,B.Stokley,00-0015754
E.James,00-0008241,E.James,00-0008241
0,0,0,0
B.Stokley,00-0015754,B.Stokley,00-0015754
E.James,00-0008241,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
B.Stokley,00-0015754,B.Stokley,00-0015754
0,0,0,0
E.James,00-0008241,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
0,0,R.Wayne,00-0020498
R.Wayne,00-0020498,R.Wayne,00-0020498
0,0,0,0
0,0,0,0
A.Johnson,00-0022044,A.Johnson,00-0022044
D.Davis,00-0021979,D.Davis,00-0021979
D.Davis,00-0021979,D.Davis,00-0021979
D.Davis,00-0021979,D.Davis,00-0021979
0,0,J.Gaffney,00-0021163
D.Davis,00-0021979,D.Davis,00-0021979
0,0,0,0
M.Pollard,00-0013080,M.Pollard,00-0013080
E.James,00-0008241,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
0,0,0,0
A.Johnson,00-0022044,A.Johnson,00-0022044
A.Johnson,00-0022044,A.Johnson,00-0022044
0,0,A.Johnson,00-0022044
D.Davis,00-0021979,D.Davis,00-0021979
0,0,J.Wells,00-0021223
0,0,0,0
E.James,00-0008241,E.James,00-0008241
D.Clark,00-0022165,D.Clark,00-0022165
0,0,0,0
0,0,0,0
D.Davis,00-0021979,D.Davis,00-0021979
D.Davis,00-0021979,D.Davis,00-0021979
0,0,B.Miller,00-0011236
0,0,0,0
B.Stokley,00-0015754,B.Stokley,00-0015754
0,0,0,0
E.James,00-0008241,E.James,00-0008241
R.Wayne,00-0020498,R.Wayne,00-0020498
0,0,0,0
R.Wayne,00-0020498,R.Wayne,00-0020498
0,0,0,0
0,0,0,0
0,0,0,0
E.James,00-0008241,E.James,00-0008241
B.Stokley,00-0015754,B.Stokley,00-0015754
0,0,0,0
0,0,0,0
D.Davis,00-0021979,D.Davis,00-0021979
0,0,J.Gaffney,00-0021163
0,0,0,0
0,0,0,0
0,0,0,0
D.Davis,00-0021979,D.Davis,00-0021979
D.Davis,00-0021979,D.Davis,00-0021979
D.Davis,00-0021979,D.Davis,00-0021979
D.Davis,00-0021979,D.Davis,00-0021979
J.Gaffney,00-0021163,J.Gaffney,00-0021163
A.Johnson,00-0022044,A.Johnson,00-0022044
0,0,0,0
D.Davis,00-0021979,D.Davis,00-0021979
J.Gaffney,00-0021163,J.Gaffney,00-0021163
D.Davis,00-0021979,D.Davis,00-0021979
D.Carr,00-0020608,D.Carr,00-0020608
0,0,J.Gaffney,00-0021163
0,0,0,0
E.James,00-0008241,E.James,00-0008241
0,0,B.Stokley,00-0015754
D.Davis,00-0021979,D.Davis,00-0021979
D.Davis,00-0021979,D.Davis,00-0021979
A.Johnson,00-0022044,A.Johnson,00-0022044
D.Davis,00-0021979,D.Davis,00-0021979
0,0,M.Bruener,00-0002102
D.Davis,00-0021979,D.Davis,00-0021979
D.Davis,00-0021979,D.Davis,00-0021979
0,0,0,0
0,0,0,0
0,0,M.Harrison,00-0007024
0,0,0,0
0,0,M.Pollard,00-0013080
D.Clark,00-0022165,D.Clark,00-0022165
0,0,0,0
0,0,0,0
M.Norris,00-0020508,M.Norris,00-0020508
0,0,0,0
D.Armstrong,00-0021406,D.Armstrong,00-0021406
J.Wells,00-0021223,J.Wells,00-0021223
0,0,0,0
0,0,C.Bradford,00-0001627
D.Davis,00-0021979,D.Davis,00-0021979
0,0,B.Miller,00-0011236
J.Gaffney,00-0021163,J.Gaffney,00-0021163
D.Davis,00-0021979,D.Davis,00-0021979
D.Davis,00-0021979,D.Davis,00-0021979
D.Davis,00-0021979,D.Davis,00-0021979
0,0,J.Gaffney,00-0021163
0,0,M.Harrison,00-0007024
M.Harrison,00-0007024,M.Harrison,00-0007024
R.Wayne,00-0020498,R.Wayne,00-0020498
0,0,M.Pollard,00-0013080
A.Johnson,00-0022044,A.Johnson,00-0022044
B.Miller,00-0011236,B.Miller,00-0011236
0,0,D.Armstrong,00-0021406
D.Davis,00-0021979,D.Davis,00-0021979
D.Davis,00-0021979,D.Davis,00-0021979
0,0,D.Armstrong,00-0021406
D.Davis,00-0021979,D.Davis,00-0021979
D.Davis,00-0021979,D.Davis,00-0021979
0,0,0,0
0,0,0,0
E.James,00-0008241,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
0,0,A.Moorehead,00-0021780
E.James,00-0008241,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
0,0,M.Harrison,00-0007024
0,0,0,0
0,0,0,0
D.Carr,00-0020608,D.Carr,00-0020608
D.Davis,00-0021979,D.Davis,00-0021979
D.Davis,00-0021979,D.Davis,00-0021979
0,0,J.Gaffney,00-0021163
C.Bradford,00-0001627,C.Bradford,00-0001627
J.Wells,00-0021223,J.Wells,00-0021223
J.Wells,00-0021223,J.Wells,00-0021223
0,0,A.Johnson,00-0022044
D.Davis,00-0021979,D.Davis,00-0021979
D.Carr,00-0020608,D.Carr,00-0020608
0,0,M.Bruener,00-0002102
0,0,A.Johnson,00-0022044
0,0,0,0
0,0,0,0
D.Davis,00-0021979,D.Davis,00-0021979
D.Davis,00-0021979,D.Davis,00-0021979
D.Davis,00-0021979,D.Davis,00-0021979
0,0,0,0
0,0,0,0
T.Jones,00-0019641,T.Jones,00-0019641
0,0,B.Berrian,00-0022807
T.Jones,00-0019641,T.Jones,00-0019641
0,0,0,0
M.Pollard,00-0013080,M.Pollard,00-0013080
E.James,00-0008241,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
R.Wayne,00-0020498,R.Wayne,00-0020498
E.James,00-0008241,E.James,00-0008241
0,0,M.Harrison,00-0007024
B.Stokley,00-0015754,B.Stokley,00-0015754
M.Pollard,00-0013080,M.Pollard,00-0013080
0,0,0,0
0,0,0,0
T.Jones,00-0019641,T.Jones,00-0019641
0,0,0,0
T.Jones,00-0019641,T.Jones,00-0019641
C.Krenzel,00-0022818,C.Krenzel,00-0022818
0,0,0,0
E.James,00-0008241,E.James,00-0008241
0,0,M.Harrison,00-0007024
0,0,M.Harrison,00-0007024
0,0,0,0
0,0,0,0
D.Terrell,00-0020513,D.Terrell,00-0020513
T.Jones,00-0019641,T.Jones,00-0019641
T.Jones,00-0019641,T.Jones,00-0019641
0,0,T.Jones,00-0019641
0,0,D.Terrell,00-0020513
T.Jones,00-0019641,T.Jones,00-0019641
T.Jones,00-0019641,T.Jones,00-0019641
0,0,0,0
0,0,0,0
R.Wayne,00-0020498,R.Wayne,00-0020498
E.James,00-0008241,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
0,0,0,0
0,0,0,0
0,0,B.Stokley,00-0015754
E.James,00-0008241,E.James,00-0008241
R.Wayne,00-0020498,R.Wayne,00-0020498
0,0,0,0
0,0,0,0
0,0,0,0
0,0,T.Jones,00-0019641
B.Wade,00-0022144,B.Wade,00-0022144
0,0,D.Clark,00-0022165
E.James,00-0008241,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
0,0,D.Clark,00-0022165
E.James,00-0008241,E.James,00-0008241
0,0,R.Wayne,00-0020498
0,0,0,0
0,0,0,0
T.Jones,00-0019641,T.Jones,00-0019641
0,0,0,0
T.Jones,00-0019641,T.Jones,00-0019641
0,0,0,0
0,0,0,0
E.James,00-0008241,E.James,00-0008241
D.Rhodes,00-0019863,D.Rhodes,00-0019863
0,0,M.Harrison,00-0007024
0,0,B.Stokley,00-0015754
0,0,0,0
T.Jones,00-0019641,T.Jones,00-0019641
C.Krenzel,00-0022818,C.Krenzel,00-0022818
D.Clark,00-0022165,D.Clark,00-0022165
M.Harrison,00-0007024,M.Harrison,00-0007024
0,0,0,0
0,0,0,0
0,0,0,0
T.Jones,00-0019641,T.Jones,00-0019641
0,0,B.Wade,00-0022144
E.James,00-0008241,E.James,00-0008241
M.Harrison,00-0007024,M.Harrison,00-0007024
R.Wayne,00-0020498,R.Wayne,00-0020498
P.Manning,00-0010346,P.Manning,00-0010346
0,0,M.Pollard,00-0013080
E.James,00-0008241,E.James,00-0008241
0,0,R.Wayne,00-0020498
0,0,0,0
0,0,0,0
T.Jones,00-0019641,T.Jones,00-0019641
0,0,B.Johnson,00-0019172
C.Krenzel,00-0022818,C.Krenzel,00-0022818
0,0,B.Wade,00-0022144
D.Clark,00-0003035,D.Clark,00-0003035
0,0,0,0
D.Terrell,00-0020513,D.Terrell,00-0020513
0,0,0,0
E.James,00-0008241,E.James,00-0008241
D.Clark,00-0022165,D.Clark,00-0022165
E.James,00-0008241,E.James,00-0008241
M.Harrison,00-0007024,M.Harrison,00-0007024
0,0,B.Stokley,00-0015754
T.Jones,00-0019641,T.Jones,00-0019641
T.Jones,00-0019641,T.Jones,00-0019641
0,0,D.Terrell,00-0020513
0,0,0,0
E.James,00-0008241,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
R.Wayne,00-0020498,R.Wayne,00-0020498
R.Wayne,00-0020498,R.Wayne,00-0020498
0,0,0,0
0,0,0,0
0,0,D.Clark,00-0003035
T.Jones,00-0019641,T.Jones,00-0019641
B.Berrian,00-0022807,B.Berrian,00-0022807
0,0,0,0
B.Wade,00-0022144,B.Wade,00-0022144
0,0,0,0
T.Jones,00-0019641,T.Jones,00-0019641
0,0,0,0
E.James,00-0008241,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
D.Clark,00-0022165,D.Clark,00-0022165
E.James,00-0008241,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
M.Harrison,00-0007024,M.Harrison,00-0007024
E.James,00-0008241,E.James,00-0008241
0,0,0,0
0,0,0,0
T.Jones,00-0019641,T.Jones,00-0019641
T.Jones,00-0019641,T.Jones,00-0019641
0,0,0,0
T.Jones,00-0019641,T.Jones,00-0019641
0,0,D.Terrell,00-0020513
T.Jones,00-0019641,T.Jones,00-0019641
T.Jones,00-0019641,T.Jones,00-0019641
0,0,D.Terrell,00-0020513
0,0,D.Clark,00-0003035
0,0,0,0
D.Rhodes,00-0019863,D.Rhodes,00-0019863
D.Rhodes,00-0019863,D.Rhodes,00-0019863
D.Rhodes,00-0019863,D.Rhodes,00-0019863
D.Rhodes,00-0019863,D.Rhodes,00-0019863
0,0,0,0
J.Mungro,00-0020700,J.Mungro,00-0020700
J.Mungro,00-0020700,J.Mungro,00-0020700
D.Rhodes,00-0019863,D.Rhodes,00-0019863
D.Rhodes,00-0019863,D.Rhodes,00-0019863
J.Mungro,00-0020700,J.Mungro,00-0020700
D.Rhodes,00-0019863,D.Rhodes,00-0019863
D.Rhodes,00-0019863,D.Rhodes,00-0019863
A.Peterson,00-0021306,A.Peterson,00-0021306
0,0,D.Clark,00-0003035
A.Peterson,00-0021306,A.Peterson,00-0021306
J.Gage,00-0021982,J.Gage,00-0021982
0,0,J.McKie,00-0020805
A.Peterson,00-0021306,A.Peterson,00-0021306
D.Terrell,00-0020513,D.Terrell,00-0020513
A.Peterson,00-0021306,A.Peterson,00-0021306
A.Peterson,00-0021306,A.Peterson,00-0021306
C.Krenzel,00-0022818,C.Krenzel,00-0022818
D.Lyman,00-0019464,D.Lyman,00-0019464
0,0,0,0
0,0,0,0
J.Sorgi,00-0022744,J.Sorgi,00-0022744
J.Sorgi,00-0022744,J.Sorgi,00-0022744
J.Sorgi,00-0022744,J.Sorgi,00-0022744
0,0,0,0
0,0,0,0
R.Wayne,00-0020498,R.Wayne,00-0020498
E.James,00-0008241,E.James,00-0008241
0,0,0,0
E.James,00-0008241,E.James,00-0008241
M.Harrison,00-0007024,M.Harrison,00-0007024
0,0,R.Wayne,00-0020498
B.Stokley,00-0015754,B.Stokley,00-0015754
M.Harrison,00-0007024,M.Harrison,00-0007024
E.James,00-0008241,E.James,00-0008241
B.Stokley,00-0015754,B.Stokley,00-0015754
0,0,0,0
0,0,0,0
K.Jones,00-0022782,K.Jones,00-0022782
K.Jones,00-0022782,K.Jones,00-0022782
S.Bryson,00-0002159,S.Bryson,00-0002159
R.Williams,00-0022909,R.Williams,00-0022909
K.Jones,00-0022782,K.Jones,00-0022782
0,0,S.Alexander,00-0000166
0,0,R.Williams,00-0022909
0,0,0,0
0,0,0,0
0,0,M.Harrison,00-0007024
E.James,00-0008241,E.James,00-0008241
0,0,B.Stokley,00-0015754
E.James,00-0008241,E.James,00-0008241
R.Wayne,00-0020498,R.Wayne,00-0020498
E.James,00-0008241,E.James,00-0008241
0,0,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
B.Stokley,00-0015754,B.Stokley,00-0015754
0,0,0,0
0,0,0,0
K.Jones,00-0022782,K.Jones,00-0022782
T.Streets,00-0015811,T.Streets,00-0015811
S.Bryson,00-0002159,S.Bryson,00-0002159
S.Alexander,00-0000166,S.Alexander,00-0000166
0,0,R.Williams,00-0022909
K.Jones,00-0022782,K.Jones,00-0022782
0,0,R.Williams,00-0022909
0,0,0,0
0,0,0,0
0,0,R.Wayne,00-0020498
R.Wayne,00-0020498,R.Wayne,00-0020498
E.James,00-0008241,E.James,00-0008241
0,0,0,0
0,0,M.Harrison,00-0007024
0,0,0,0
0,0,0,0
T.Streets,00-0015811,T.Streets,00-0015811
K.Jones,00-0022782,K.Jones,00-0022782
K.Jones,00-0022782,K.Jones,00-0022782
0,0,0,0
S.Bryson,00-0002159,S.Bryson,00-0002159
K.Jones,00-0022782,K.Jones,00-0022782
K.Jones,00-0022782,K.Jones,00-0022782
S.Bryson,00-0002159,S.Bryson,00-0002159
K.Jones,00-0022782,K.Jones,00-0022782
0,0,T.Streets,00-0015811
R.Williams,00-0022909,R.Williams,00-0022909
0,0,0,0
M.Harrison,00-0007024,M.Harrison,00-0007024
E.James,00-0008241,E.James,00-0008241
0,0,M.Harrison,00-0007024
0,0,B.Stokley,00-0015754
E.James,00-0008241,E.James,00-0008241
0,0,0,0
S.Alexander,00-0000166,S.Alexander,00-0000166
C.Schlesinger,00-0014450,C.Schlesinger,00-0014450
0,0,0,0
0,0,0,0
E.James,00-0008241,E.James,00-0008241
M.Harrison,00-0007024,M.Harrison,00-0007024
E.James,00-0008241,E.James,00-0008241
0,0,M.Harrison,00-0007024
B.Stokley,00-0015754,B.Stokley,00-0015754
0,0,0,0
0,0,0,0
S.Bryson,00-0002159,S.Bryson,00-0002159
S.Bryson,00-0002159,S.Bryson,00-0002159
E.James,00-0008241,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
M.Harrison,00-0007024,M.Harrison,00-0007024
0,0,0,0
0,0,0,0
S.Bryson,00-0002159,S.Bryson,00-0002159
0,0,S.Vines,00-0021530
S.Bryson,00-0002159,S.Bryson,00-0002159
0,0,S.Bryson,00-0002159
R.Swinton,00-0015980,R.Swinton,00-0015980
0,0,0,0
0,0,0,0
R.Williams,00-0022909,R.Williams,00-0022909
S.Bryson,00-0002159,S.Bryson,00-0002159
0,0,S.Alexander,00-0000166
0,0,0,0
M.Harrison,00-0007024,M.Harrison,00-0007024
D.Clark,00-0022165,D.Clark,00-0022165
M.Harrison,00-0007024,M.Harrison,00-0007024
E.James,00-0008241,E.James,00-0008241
M.Harrison,00-0007024,M.Harrison,00-0007024
E.James,00-0008241,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
M.Harrison,00-0007024,M.Harrison,00-0007024
0,0,0,0
0,0,0,0
